id,canonical_name,category,subtype,key_attributes_schema,default_iq,default_oq,default_pq,default_calibration_months,default_maintenance_months,default_requalification_months,risk_level,regulatory_references,search_aliases,locale_overrides,notes
,IVUS Imaging Console,Diagnostic: Imaging,Intravascular Ultrasound,"{""transducer_freq"":{""type"":""number"",""units"":""MHz""},""pullback_speed"":{""type"":""number"",""units"":""mm/s""},""image_res"":{""type"":""number"",""units"":""um""}}",TRUE,TRUE,FALSE,12,12,,Medium,21 CFR 870.2310;21 CFR Part 11,IVUS;ultrasound console;vessel mapper,{},OQ verifies real-time radiological synchronization and pullback accuracy.
,Optical Coherence Tomography (OCT) Station,Diagnostic: Imaging,High-Res Cardiac Imaging,"{""scan_dia"":{""type"":""number"",""units"":""mm""},""axial_res"":{""type"":""number"",""units"":""um""},""frame_rate"":{""type"":""number"",""units"":""fps""}}",TRUE,TRUE,FALSE,12,12,,Medium,21 CFR 870.1230;ISO 13485,OCT;cardiac OCT;vessel scanner,{},Used for stent apposition analysis. OQ verifies image sharpness and noise levels.
,Intramedullary Nail Fatigue Rig,Metrology: Mechanical,Dynamic Bone Fixation Stand,"{""axial_load"":{""type"":""number"",""units"":""kN""},""flexion_moment"":{""type"":""number"",""units"":""Nm""},""freq_acc"":{""type"":""number""}}",TRUE,TRUE,TRUE,6,6,24,High,ISO 5838-1;ISO 14630,nail tester;IM nail fatigue;ortho nail rig,{},"PQ verifies survival under cyclic loading (e.g., 1 million cycles). "
,Glenoid Locking Mechanism Shear Bench,Metrology: Mechanical,Static Anatomic Shoulder Stand,"{""shear_force_cap"":{""type"":""number"",""units"":""N""},""displacement_acc"":{""type"":""number"",""units"":""um""},""fixture_angle"":{""type"":""integer""}}",TRUE,TRUE,TRUE,12,12,,High,ISO 11491;ISO 13485,glenoid shear;shoulder tester;joint lock tester,{},Used for destructive testing of the locking mechanism in shoulder implants. 
,Wrist Implant Arthroplasty Simulator,Metrology: Mechanical,Multi-Axis Joint Motion Stand,"{""flex_ext_range"":{""type"":""range"",""units"":""deg""},""radial_ulnar_dev"":{""type"":""range"",""units"":""deg""},""cycle_rate"":{""type"":""number""}}",TRUE,TRUE,TRUE,12,6,24,High,ASTM F1357;ISO 14242,wrist simulator;joint wear;wrist fatigue,{},PQ involves gravimetric wear assessment over 2 million cycles.
,Suture Anchor Pull-out Tester,Metrology: Mechanical,Cyclic Soft-Tissue Bench,"{""insertion_torque"":{""type"":""number"",""units"":""Nm""},""pull_displacement"":{""type"":""number"",""units"":""mm""},""peak_load"":{""type"":""number"",""units"":""N""}}",TRUE,TRUE,TRUE,12,12,,High,ASTM F3690;ISO 13485,anchor puller;suture anchor tester;soft tissue test,{},"PQ verifies the clinical resistance to anchor ""pull-out"" from bone. "
,Modular Implant Taper Disassembly Stand,Metrology: Mechanical,Axial Connection Bench,"{""disassembly_force"":{""type"":""number"",""units"":""N""},""crosshead_speed"":{""type"":""number"",""units"":""mm/min""},""stroke"":{""type"":""number"",""units"":""mm""}}",TRUE,TRUE,TRUE,12,12,,High,ASTM F2009;ISO 13485,taper tester;hip modular bench;disassembly rig,{},Used to validate the axial disassembly force of modular orthopedic joints.
,Anesthesia Machine Calibration Analyzer,Metrology: Gas,High-Speed Vapor Analyzer,"{""agent_id"":{""type"":""array""},""conc_acc"":{""type"":""number"",""units"":""%""},""resp_rate_acc"":{""type"":""number""}}",TRUE,FALSE,FALSE,6,,,Medium,ISO 80601-2-13;ISO 17025,anesthesia cal;vaporizer tester;gas analyzer,{},Reference standard to qualify surgical anesthesia delivery systems. 
,Breathing Circuit Integrity Bench,Metrology,Low-Pressure Leak Tester,"{""test_pressure"":{""type"":""number"",""units"":""cmH2O""},""leak_lod"":{""type"":""number"",""units"":""mL/min""},""cycle_time"":{""type"":""number"",""units"":""sec""}}",TRUE,TRUE,TRUE,12,12,,High,ISO 5367;FDA QMSR,circuit leak;breathing tube tester;vent circuit bench,{},PQ verifies 100% leak-free integrity of patient breathing circuits. 
,Pulse Oximeter Functional Calibrator,Metrology: Electronics,Patient Simulator (SpO2),"{""spo2_range"":{""type"":""range"",""units"":""%""},""pulse_acc"":{""type"":""number"",""units"":""BPM""},""r_curve_support"":{""type"":""boolean""}}",TRUE,FALSE,FALSE,12,,,Medium,ISO 80601-2-61;ISO 17025,spo2 simulator;oximeter cal;r-curve master,{},Used to qualify the accuracy of pulse oximetry sensors and monitors.
,Bio-Conjugation Reaction Vessel,Reagent Mfg,Temp-Controlled Glass Reactor,"{""vessel_vol"":{""type"":""number"",""units"":""L""},""jacket_temp_acc"":{""type"":""number"",""units"":""C""},""stirring_torque"":{""type"":""number"",""units"":""Ncm""}}",TRUE,TRUE,TRUE,12,12,12,Medium,ISO 13485;21 CFR 820.75,conjugation tank;antibody reactor;IVD vessel,{},PQ verifies yield consistency for gold-conjugate or protein-binding.
,Automated Luer-Lock Taper Sizer,Metrology,Laser Dimensional Hub Gauge,"{""taper_acc"":{""type"":""number"",""units"":""um""},""concentricity"":{""type"":""number"",""units"":""um""},""cycle_speed"":{""type"":""number""}}",TRUE,TRUE,FALSE,12,12,,Low,ISO 80369-7;ISO 17025,luer sizer;hub gauge;laser hub checker,{},High-speed in-process inspection of molded catheter hubs. 
,Small-Bone Fracture Fixation Rig,Metrology: Mechanical,Metallic Plate Fatigue Stand,"{""span_length"":{""type"":""number"",""units"":""mm""},""flexural_stiffness"":{""type"":""number"",""units"":""N/mm""},""sinusoidal_load"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,12,12,24,High,ASTM F3437;ISO 13485,plate fatigue;small bone rig;fracture stand,{},PQ verifies survival of small fracture plates through 1 million cycles. 
,Ceramic Head Impact Resistance Stand,Metrology,Dynamic Drop-Weight Tower,"{""drop_height"":{""type"":""number"",""units"":""m""},""impact_force"":{""type"":""number"",""units"":""kN""},""sample_angle"":{""type"":""integer""}}",TRUE,TRUE,TRUE,12,12,,High,ISO 11491;ASTM F2345,ceramic head tester;femoral head impact;drop tower,{},"Used to validate ceramic femoral heads against surgical ""miss-hit"" impacts. "
,Spinal Nucleus Replacment Simulator,Metrology: Mechanical,Flexural Fatigue Bench,"{""flex_angle"":{""type"":""number"",""units"":""deg""},""axial_compression"":{""type"":""number"",""units"":""N""},""saline_immersion"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,6,6,24,High,ISO 18192-2;ASTM F2789,nucleus sim;spinal disc wear;intervertebral tester,{},PQ requires gravimetric wear analysis over 5 million cycles. 
,Ultrasonic Stent Expansion Bench,Assembly: Inspection,In-Situ Deployment Vision,"{""expansion_dia_acc"":{""type"":""number"",""units"":""um""},""radial_force_res"":{""type"":""number"",""units"":""mN""},""immersion_tank"":{""type"":""boolean""}}",TRUE,TRUE,FALSE,12,12,,High,ISO 25539-2;FDA 820,stent expansion;radial force bench;deployment vision,{},OQ verifies vision measurement accuracy in aqueous (37°C) environments.
,Robotic Surgical Effector Tester,Metrology: Surgical,Force/Motion Precision Stand,"{""force_res"":{""type"":""number"",""units"":""mN""},""axial_acc"":{""type"":""number"",""units"":""um""},""DOF"":{""type"":""integer""}}",TRUE,TRUE,TRUE,6,6,12,High,IEC 60601-1;ASTM F3107,surgical robot tester;da vinci tester;effector cal,{},Critical for validating robotic instrument precision and safety stops.
,Endoscope Image Fiber Aligner,Production: Assembly,Fiber Optic Connector Bench,"{""alignment_acc"":{""type"":""number"",""units"":""um""},""insertion_loss"":{""type"":""number"",""units"":""dB""},""vision_v"":{""type"":""string""}}",TRUE,TRUE,TRUE,12,12,,High,ISO 13485;ISO 8600-1,fiber aligner;scope optics bench;endoscope assembler,{},PQ verifies optical resolution and color fidelity of the scope.
,Passive Air Sampler (Settle Plates),Environment: Monitoring,Microbiology Exposure Stand,"{""plate_dia"":{""type"":""number"",""units"":""mm""},""exposure_time"":{""type"":""number"",""units"":""hr""},""sterile_path"":{""type"":""boolean""}}",TRUE,FALSE,TRUE,,,,High,ISO 14698;FDA Guidance,settle plate;passive monitor;micro sampler,{},PQ involves validating the microbial recovery rate in classified areas.
,Contact Lens Hydration Tank,Production: Ophthalmic,Saline Buffering Station,"{""ph_acc"":{""type"":""number""},""temp_acc"":{""type"":""number"",""units"":""C""},""vessel_vol"":{""type"":""number"",""units"":""L""}}",TRUE,TRUE,TRUE,6,12,12,Medium,ISO 18369;ISO 13485,lens hydrator;saline tank;contact lens prep,{},PQ verifies final lens water content and dimensional stability.
,Orthopedic Implant Casting Furnace,Production: Forming,Investment Casting Unit,"{""melt_temp"":{""type"":""number"",""units"":""C""},""vacuum_acc"":{""type"":""number"",""units"":""mbar""},""cooling_rate"":{""type"":""number""}}",TRUE,TRUE,TRUE,6,6,12,High,ISO 13485;ASTM F75,CoCr furnace;implant caster;metal furnace,{},PQ involves grain size analysis and alloy composition (ICP) checks.
,Automated Suture Needle Swager,Production: Assembly,High-Speed Pneumatic Joiner,"{""swage_force"":{""type"":""number"",""units"":""N""},""die_alignment"":{""type"":""number"",""units"":""um""},""stroke_depth"":{""type"":""number""}}",TRUE,TRUE,TRUE,12,12,12,High,ISO 13485;21 CFR 820.75,swage machine;needle attacher;suture joiner,{},PQ involves mandatory USP pull-strength testing.
,Cleanroom Particle Counter (Liquid),Metrology,HCT/P / IVD Particle Analyzer,"{""size_range"":{""type"":""array""},""flow_rate"":{""type"":""number"",""units"":""mL/min""},""lod"":{""type"":""number""}}",TRUE,TRUE,FALSE,12,12,,High,USP ;ISO 13485,liquid counter;vial particle tester;sub-visible analyzer,{},Critical for validating cleanliness of sterile HCT/P containers.
,Dialysis Filter Integrity Tester,Metrology,Diffusion/Bubble Point Bench,"{""test_pressure"":{""type"":""number"",""units"":""bar""},""flow_sensitivity"":{""type"":""number"",""units"":""sccm""},""vol_acc"":{""type"":""number""}}",TRUE,TRUE,TRUE,12,12,,High,ISO 8637;FDA QMSR,dialyzer tester;integrity bench;filter leak,{},OQ verifies the sensitivity to detect individual broken fibers. 
,Hospital Cart Washer (Industrial),Cleaning,Large-Format Spray Booth,"{""wash_temp"":{""type"":""number"",""units"":""C""},""spray_impact"":{""type"":""number"",""units"":""N""},""cycle_record"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,12,6,12,Medium,ISO 15883-7;AAMI ST98,cart washer;booth cleaner;hospital washer,{},PQ involves soil removal validation on surgical transport carts.
,MRI Implant Heating Simulator,Metrology: Safety,RF/Gradient Phantom Bench,"{""sar_acc"":{""type"":""number"",""units"":""W/kg""},""temp_res"":{""type"":""number"",""units"":""C""},""phantom_vol"":{""type"":""number""}}",TRUE,TRUE,FALSE,12,12,,High,ASTM F2182;ISO 10974,MRI phantom;heating tester;safety simulator,{},Used to qualify the MR-conditional safety of new metal implants.
,Orthopedic Bone Plate Bending Rig,Metrology: Mechanical,3-Point Flexural Fatigue,"{""load_range"":{""type"":""range"",""units"":""N""},""span_length"":{""type"":""number"",""units"":""mm""},""sampling_rate"":{""type"":""number""}}",TRUE,TRUE,TRUE,12,12,,High,ASTM F382;ISO 13485,plate bender tester;fatigue rig;bone plate fatigue,{},PQ verifies survival of plates through 1 million flexural cycles.
,Drug-Eluting Balloon (DEB) Pleater,Production: Assembly,Thermal Folding Bench,"{""pleat_pressure"":{""type"":""number"",""units"":""psi""},""fold_temp"":{""type"":""number"",""units"":""C""},""dwell_acc"":{""type"":""number""}}",TRUE,TRUE,TRUE,6,12,12,High,ISO 10555-4;FDA Guidance 1545,balloon folder;DEB pleater;cardiac folder,{},PQ verifies drug coating integrity during mechanical folding.
,Automated Micro-Slide Cover-slipper,Lab: Histology,Vacuum/Adhesive Applicator,"{""mounting_vol"":{""type"":""number"",""units"":""uL""},""slide_throughput"":{""type"":""number""},""bubble_detect"":{""type"":""boolean""}}",TRUE,TRUE,FALSE,12,12,,Low,ISO 13485;FDA QMSR,cover-slipper;histology bot;HCTP slide prep,{},OQ verifies consistent resin dispensing and zero-bubble mounting.
,Nitinol Af Temperature Tester,Metrology,Bend and Free Recovery (BFR),"{""temp_ramp_rate"":{""type"":""number"",""units"":""C/min""},""sensor_acc"":{""type"":""number"",""units"":""C""},""fluid_vol"":{""type"":""number""}}",TRUE,TRUE,TRUE,6,12,,High,ASTM F2082;ISO 13485,nitinol tester;Af rig;BFR bench,{},PQ verifies the Austenite finish temperature of shape-set alloys. 
,Cleanroom Wall/Ceiling HEPA Vacuum,Facilities: Cleaning,ISO 4/5 Approved Filter Vac,"{""hepa_efficiency"":{""type"":""number"",""units"":""%""},""static_lift"":{""type"":""number"",""units"":""inH2O""},""air_flow"":{""type"":""number""}}",TRUE,FALSE,FALSE,,12,,Low,ISO 14644-1;NSF 49,HEPA vac;cleanroom vacuum;ISO vac,{},IQ verifies exhaust filtration does not compromise cleanroom particles.
,Blood Pressure Cuff Leak Bench,Metrology,Differential Pressure Tester,"{""test_pressure"":{""type"":""number"",""units"":""mmHg""},""leak_lod"":{""type"":""number"",""units"":""mmHg/min""},""cycle_time"":{""type"":""number""}}",TRUE,TRUE,TRUE,12,12,,Medium,ISO 81060-1;FDA QMSR,cuff tester;BP leak bench;sphygmomanometer tester,{},PQ verifies 100% leak-free integrity of therapeutic cuffs.
,IVD Bio-Printing Dispenser,Production: IVD,Piezo / Solenoid Inkjet,"{""dispense_acc"":{""type"":""number"",""units"":""%""},""drop_vol"":{""type"":""number"",""units"":""nL""},""viscosity_max"":{""type"":""number""}}",TRUE,TRUE,TRUE,6,12,12,High,ISO 13485;FDA 820.75,bio-jet;antibody printer;LFA printer,{},PQ verifies protein activity retention after high-frequency jetting.
,Orthopedic Reamer Calibrator,Metrology,Rotational Torque Master,"{""torque_acc"":{""type"":""number"",""units"":""%""},""rpm_res"":{""type"":""number""},""sampling_rate"":{""type"":""number""}}",TRUE,FALSE,FALSE,12,,,Medium,ISO 17025;FDA 820,reamer cal;ortho tool tester;rotary master,{},Reference standard for qualifying surgical rotary tools.
,Guidewire Core Wire Grinder,Production: Machining,Micro-Diameter Centerless,"{""od_tolerance"":{""type"":""number"",""units"":""um""},""length_tol"":{""type"":""number"",""units"":""mm""},""coolant_filter"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,12,6,24,Medium,ISO 13485;21 CFR 820.70,core grinder;guidewire maker;micro-grinder,{},PQ verifies OD taper consistency across bulk production lots.
,Passive Particle Settle Plate Stand,Environment,Fixed Location Aseptic Stand,"{""height_from_floor"":{""type"":""number"",""units"":""mm""},""shielding"":{""type"":""boolean""},""material"":{""type"":""string""}}",TRUE,FALSE,FALSE,,12,,Low,ISO 14644-1;FDA Guidance,settle stand;micro plate holder;cleanroom stand,{},"IQ verifies positioning in ""at-rest"" and ""in-operation"" zones."
,Nitinol Af Temperature Tester,Metrology,ASTM F2082 Bench,"{""temp_range"":{""type"":""range"",""units"":""C""},""ramp_rate"":{""type"":""number"",""units"":""C/min""},""sensor_acc"":{""type"":""number"",""units"":""C""}}",TRUE,TRUE,TRUE,6,12,,High,ASTM F2082;ISO 13485,nitinol tester;Af rig;BFR bench,{},PQ verifies the Austenite finish temperature of shape-set alloys.
,Cord Blood Automated Thawer,HCT/P Processing,Waterless Cell Thawer,"{""thaw_time"":{""type"":""number"",""units"":""sec""},""temp_uniformity"":{""type"":""number"",""units"":""C""},""vial_cap"":{""type"":""integer""}}",TRUE,TRUE,TRUE,12,12,12,High,21 CFR 1271;ISO 13485,cell thawer;dry thaw;cord blood thawer,{},"Critical for cryopreserved HCT/P viability. [1, 2]"
,IABP Performance Test Rig,Metrology,Counterpulsation Bench,"{""pulse_freq"":{""type"":""range"",""units"":""bpm""},""sync_acc"":{""type"":""number"",""units"":""ms""},""pressure_acc"":{""type"":""number""}}",TRUE,TRUE,TRUE,12,12,,High,21 CFR 870.1025;IEC 60601-1,IABP tester;balloon pump tester;CPB bench,{},OQ verifies synchronization with ECG and arterial pressure triggers.
,WFI Loop Ozone Generator,Utilities,Electrolytic Sanitization,"{""ozone_conc"":{""type"":""number"",""units"":""ppb""},""destruction_cycle"":{""type"":""boolean""},""lamp_life"":{""type"":""integer""}}",TRUE,TRUE,TRUE,6,6,12,High,USP <1231>;ISO 13485,ozone sanitization;water loop cleaner;sanitary ozone,{},OQ verifies rapid ozone ramp-up and complete destruction before use.
,Active Battery Hermeticity Bench,Metrology,Helium Mass Spec Leak,"{""lod_sensitivity"":{""type"":""number"",""units"":""mbar.L/s""},""cycle_time"":{""type"":""number"",""units"":""sec""},""sniff_mode"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,12,12,,High,ISO 13485;21 CFR 820,battery leak;hermetic tester;mass spec leak,{},"100% release test for lithium primary cells in cardiac implants. [3, 4]"
,LFA Striper ZX1010,IVD Production,Nano-Dispense System,"{""dispense_vol"":{""type"":""range"",""units"":""nL""},""line_width_acc"":{""type"":""number"",""units"":""um""},""throughput"":{""type"":""number""}}",TRUE,TRUE,TRUE,6,6,12,High,ISO 13485;FDA QMSR,LFA striper;BioDot;ZX1010,{},PQ verifies antibody/antigen binding consistency on NC membranes.
,Ceramic Femoral Head Burst Tower,Metrology,Quasi-Static Compressive,"{""axial_load_cap"":{""type"":""number"",""units"":""kN""},""displacement_acc"":{""type"":""number"",""units"":""um""},""fixture_v"":{""type"":""string""}}",TRUE,TRUE,TRUE,12,12,,High,ISO 7206-10;ISO 11491,burst tower;ceramic head burst;ortho crush,{},Used for destructive safety qualification of ceramic joint components.
,Syringe Plunger Lubricity Bench,Metrology,Piston Friction Analyzer,"{""breakloose_force"":{""type"":""number"",""units"":""N""},""glide_force"":{""type"":""number"",""units"":""N""},""speed"":{""type"":""number""}}",TRUE,TRUE,TRUE,12,12,,Medium,ISO 7886-1;ISO 13485,glide force;syringe lubricity;plunger tester,{},Evaluates silicone oil coating performance on barrel walls.
,Nitinol Welding Glovebox,Production,Laser Shielded Chamber,"{""o2_ppm_limit"":{""type"":""number"",""units"":""ppm""},""h2o_ppm_limit"":{""type"":""number"",""units"":""ppm""},""gas_type"":{""type"":""string""}}",TRUE,TRUE,TRUE,12,12,12,High,ISO 13485;ANSI Z136.1,nitinol welder;laser box;shielding glovebox,{},PQ verifies weld joint chemistry (oxidation levels) under inert gas.
,Suture Swage Pull-test Gauge,Metrology,Dynamic Force Analyzer,"{""force_range"":{""type"":""range"",""units"":""N""},""peak_hold"":{""type"":""boolean""},""grip_type"":{""type"":""string""}}",TRUE,TRUE,FALSE,12,12,,High,USP <881>;ISO 13485,swage tester;needle puller;suture gauge,{},Reference standard to qualify needle swaging machines (USP pull test).
